Lab_No,Sex,Age,Town,Range,Section,Tag_Date,TB+
353166,male,3.5,29N,05E,2,2013-11-16,Neg
353199,male,2.5,28N,06E,8,2013-11-16,Neg
353173,female,2.5,28N,06E,8,2013-11-21,Neg
353182,male,3.5,30N,06E,36,2013-11-18,Neg
353183,male,1.5,30N,05E,25,2013-11-17,Neg
353184,male,3.5,30N,05E,25,2013-11-17,Neg
353185,male,3.5,28N,05E,8,2013-11-17,Neg
353189,male,1.5,31N,06E,36,2013-11-16,Neg
353192,male,2.5,29N,06E,34,2013-11-16,Neg
353193,male,2.5,30N,05E,35,2013-11-16,Neg
353142,female,4.5,28N,07E,3,2013-11-15,Neg
353165,female,2.5,29N,06E,3,2013-11-17,Neg
349304,female,1.5,29N,05E,4,2013-12-02,Neg
349191,female,2.5,29N,05E,25,2013-11-25,Neg
349290,female,0.5,30N,05E,29,2015-11-30,Neg
349291,female,4.5,29N,04E,24,2015-11-30,Neg
349293,female,1.5,29N,05E,29,2015-11-30,Neg
349296,female,7.5,29N,05E,4,2015-11-30,Neg
349298,female,2.5,29N,04E,23,2015-11-30,Neg
349299,female,5.5,28N,04E,12,2015-11-30,Neg
349301,female,1.5,29N,04E,24,Q,Neg
349288,female,3.5,29N,04E,27,2015-11-30,Neg
349303,female,6.5,29N,04E,34,Q,Neg
349287,female,2.5,30N,05E,16,2015-11-30,Neg
349305,female,7.5,29N,04E,24,Q,Neg
349306,female,3.5,29N,04E,24,Q,Neg
349307,female,4.5,29N,04E,24,Q,Neg
349308,female,10.5,29N,04E,24,Q,Neg
349309,female,5.5,29N,04E,24,Q,Neg
349310,female,6.5,29N,05E,18,2013-12-02,Neg
349311,male,1.5,29N,04E,24,Q,Neg
349312,female,2.5,29N,04E,24,Q,Neg
349313,female,3.5,29N,04E,13,2013-12-02,Neg
349302,female,6.5,29N,04E,24,2013-11-28,Neg
349275,female,3.5,29N,04E,36,2015-11-30,Neg
351850,male,1.5,27N,05E,17,2013-11-15,Neg
349225,female,2.5,28N,04E,28,2013-12-04,Neg
349226,female,12.5,28N,04E,28,2013-12-04,Neg
349231,male,2.5,27N,07E,13,2013-12-06,Neg
349232,male,1.5,30N,06E,10,2013-12-09,Neg
349252,male,3.5,29N,07E,31,2013-12-14,Neg
349254,male,1.5,29N,06E,7,2013-12-16,Neg
349263,female,3.5,30N,05E,9,2013-12-20,Neg
349289,female,5.5,29N,05E,20,2015-11-30,Neg
349274,male,1.5,29N,07E,29,2013-12-23,Neg
349317,female,2.5,29N,04E,24,Q,Neg
349276,female,5.5,29N,04E,28,2015-11-30,Neg
349278,female,6.5,29N,05E,19,2015-11-30,Neg
349279,female,2.5,28N,04E,12,2015-11-30,Neg
349281,female,7.5,28N,04E,11,2015-11-30,Neg
349282,female,6.5,28N,04E,12,2015-11-30,Neg
349283,female,4.5,30N,05E,7,2015-11-30,Neg
349284,female,8.5,30N,05E,20,2015-11-30,Neg
349285,female,6.5,30N,05E,17,2015-11-30,Neg
349286,female,3.5,30N,04E,12,2015-11-30,Neg
349265,male,6.5,30N,07E,29,2013-12-20,Neg
349471,male,2.5,30N,05E,22,2013-11-23,Neg
349451,male,1.5,31N,06E,28,2013-11-24,Neg
349457,male,2.5,28N,05E,16,2013-11-23,Neg
349458,male,1.5,30N,04E,27,2013-11-23,Neg
349461,female,4.5,30N,06E,27,2013-11-23,Neg
349464,female,1.5,29N,07E,30,2013-11-23,Neg
349465,female,2.5,29N,06E,4,2013-11-24,Neg
349466,male,2.5,29N,07E,30,2013-11-23,Neg
349467,female,1.5,29N,07E,30,2013-11-23,Neg
349314,female,2.5,29N,04E,24,2013-11-23,Neg
349469,male,2.5,30N,06E,11,2013-11-23,Neg
349447,male,3.5,29N,06E,9,2013-11-19,Neg
349477,female,4.5,30N,06E,16,2013-11-21,Neg
349478,male,1.5,30N,04E,22,2013-11-21,Neg
349479,female,10.5,30N,04E,22,2013-11-21,Neg
349481,male,2.5,28N,07E,34,2013-11-21,Neg
349494,male,4.5,29N,04E,17,2013-11-22,Neg
349499,female,4.5,29N,04E,3,2017-12-27,Neg
349588,female,4.5,28N,06E,36,2018-12-21,Neg
350062,female,5.5,30N,04E,28,2017-01-06,Neg
350101,female,4.5,30N,06E,16,2018-01-05,Neg
349468,male,2.5,29N,07E,30,2013-11-23,Neg
349430,male,1.5,31N,05E,26,2013-11-20,Neg
349189,female,2.5,29N,06E,3,2013-11-25,Neg
349318,female,3.5,29N,04E,24,Q,Neg
349319,female,2.5,29N,04E,24,Q,Neg
349320,female,3.5,29N,04E,24,Q,Neg
349321,female,4.5,29N,04E,26,2013-12-02,Neg
349322,female,3.5,29N,04E,24,Q,Neg
349323,female,7.5,29N,05E,12,2013-12-02,Neg
349425,female,8.5,31N,05E,30,2013-11-19,Neg
349426,male,1.5,31N,05E,30,2013-11-19,Neg
349449,male,3.5,30N,05E,25,2013-11-19,Neg
349428,male,1.5,30N,07E,33,2013-11-19,Neg
349448,male,4.5,30N,05E,27,2013-11-19,Neg
349432,male,3.5,29N,07E,21,2013-11-19,Neg
349433,male,2.5,29N,07E,21,2013-11-19,Neg
349434,male,2.5,29N,07E,21,2013-11-19,Neg
349437,male,3.5,30N,05E,16,2013-11-19,Neg
349438,male,3.5,28N,04E,1,2013-11-19,Neg
349439,male,2.5,30N,06E,25,2013-11-19,Neg
349440,male,1.5,30N,06E,25,2013-11-19,Neg
349442,male,3.5,30N,07E,18,2013-11-19,Neg
349316,female,0.5,29N,04E,24,Q,Neg
349427,male,1.5,30N,07E,30,2013-11-19,Neg
349036,female,7.5,30N,06E,26,2013-11-22,Neg
349196,male,1.5,28N,04E,12,2013-11-25,Neg
349004,male,2.5,28N,04E,13,2013-11-27,Neg
349008,female,3.5,30N,07E,32,2013-11-30,Neg
349009,male,3.5,30N,06E,5,2013-11-30,Neg
349012,female,3.5,30N,04E,27,2013-11-30,Neg
349013,female,1.5,29N,06E,30,2013-11-30,Neg
349022,female,3.5,29N,06E,1,2013-12-06,Neg
349031,female,1.5,30N,06E,26,2013-11-22,Neg
348978,male,4.5,31N,05E,25,2013-11-27,Neg
349034,male,2.5,30N,06E,26,2013-11-22,Neg
348969,female,3.5,30N,05E,28,2013-11-19,Neg
349037,female,3.5,30N,06E,26,2013-11-22,Neg
349039,female,4.5,30N,06E,25,2013-11-23,Neg
349043,male,1.5,30N,06E,2,2013-11-23,Neg
349044,male,1.5,27N,07E,25,2013-11-23,Neg
349046,female,1.5,30N,06E,23,2013-11-23,Neg
349057,male,1.5,28N,06E,14,2015-12-02,Neg
349058,male,1.5,28N,06E,14,2015-12-02,Neg
349067,male,3.5,30N,05E,22,2015-12-09,Neg
349072,male,2.5,31N,06E,22,2015-12-13,Neg
349033,female,8.5,30N,06E,26,2013-11-22,Neg
348811,female,5.5,29N,05E,17,2015-11-30,Neg
354057,female,3.5,26N,07E,4,2016-11-18,Neg
348802,female,1.5,30N,05E,16,2015-11-30,Neg
348803,female,2.5,30N,05E,18,2015-11-30,Neg
348804,female,3.5,29N,04E,26,2015-11-30,Neg
348805,female,3.5,29N,04E,23,2015-11-30,Neg
348806,female,4.5,29N,05E,18,2015-11-30,Neg
348807,female,7.5,29N,05E,4,2015-11-30,Neg
348808,female,6.5,29N,05E,4,2015-11-30,Neg
349003,male,3.5,29N,07E,28,2013-11-27,Neg
348810,female,7.5,30N,05E,33,2015-11-30,Neg
349078,female,2.5,27N,07E,33,2016-12-28,Neg
348812,female,3.5,29N,05E,18,2015-11-30,Neg
348813,female,3.5,29N,05E,9,2015-11-30,Neg
348814,female,4.5,29N,05E,18,2015-11-30,Neg
348815,female,2.5,29N,05E,5,2015-11-30,Neg
348816,male,4.5,28N,04E,2,2015-11-25,Neg
348817,male,1.5,28N,04E,2,2015-11-30,Neg
348818,female,3.5,28N,04E,2,2015-11-30,Neg
348819,female,6.5,29N,04E,27,2015-11-30,Neg
348820,female,6.5,28N,04E,2,2015-11-30,Neg
348809,female,4.5,29N,05E,7,2015-11-30,Neg
349168,female,3.5,30N,04E,29,2013-11-26,Neg
349152,male,2.5,30N,05E,26,2013-11-25,Neg
349153,male,2.5,29N,07E,18,2013-11-25,Neg
349156,male,4.5,29N,06E,12,2013-11-25,Neg
349157,male,1.5,29N,06E,12,2013-11-25,Neg
349158,male,1.5,29N,06E,12,2013-11-25,Neg
349159,male,2.5,29N,06E,12,2013-11-25,Neg
349160,male,1.5,29N,06E,12,2013-11-25,Neg
349161,female,4.5,29N,06E,12,2013-11-25,Neg
349075,male,1.5,30N,06E,17,2016-12-16,Neg
349166,male,1.5,30N,06E,29,2013-11-25,Neg
349143,female,1.5,30N,06E,35,2013-11-27,Neg
349174,male,2.5,31N,05E,28,2013-11-26,Neg
349176,female,5.5,28N,05E,8,2013-11-25,Neg
349177,female,4.5,28N,05E,8,2013-11-25,Neg
349178,male,2.5,28N,05E,8,2013-11-25,Neg
349180,female,2.5,29N,06E,9,2013-11-25,Neg
349181,female,2.5,29N,06E,9,2013-11-25,Neg
349182,female,3.5,29N,06E,9,2013-11-25,Neg
349184,male,3.5,30N,06E,11,2013-11-25,Neg
349187,male,2.5,31N,07E,30,2013-11-25,Neg
349162,female,1.5,29N,06E,12,2013-11-25,Neg
349102,female,1.5,30N,06E,27,2013-12-23,Neg
350111,female,3.5,27N,06E,32,2018-01-08,Neg
349079,female,4.5,27N,07E,33,2016-12-28,Neg
349081,female,6.5,30N,04E,29,2016-12-28,Neg
349082,female,3.5,27N,06E,8,2017-01-27,Neg
349089,female,5.5,26N,07E,7,2017-02-14,Neg
349091,male,2.5,29N,06E,6,2017-10-30,Neg
349092,male,2.5,29N,06E,6,2017-10-30,Neg
349093,female,4.5,29N,06E,6,2017-10-30,Neg
349094,female,4.5,26N,07E,7,2017-02-14,Neg
349150,male,1.5,31N,05E,31,2013-11-25,Neg
349096,female,4.5,30N,04E,35,2016-12-28,Neg
349146,male,4.5,28N,07E,5,2013-11-27,Neg
349103,female,8.5,31N,06E,35,2013-12-23,Neg
349120,female,4.5,30N,06E,10,2013-12-27,Neg
349125,female,1.5,30N,05E,9,2013-11-26,Neg
349127,female,1.5,29N,07E,16,2013-11-26,Neg
349131,male,2.5,28N,07E,34,2013-11-26,Neg
349134,female,3.5,29N,07E,30,2013-11-27,Neg
349136,male,1.5,29N,07E,20,2013-11-27,Neg
349137,male,2.5,29N,07E,29,2013-11-27,Neg
349077,female,2.5,28N,07E,17,2016-12-21,Neg
349095,female,5.5,28N,07E,5,2016-12-28,Neg
351756,male,1.5,28N,06E,8,2013-11-19,Neg
350102,female,11.5,30N,06E,16,2018-01-05,Neg
351721,male,2.5,27N,07E,14,2013-11-18,Neg
351722,male,2.5,27N,07E,14,2013-11-18,Neg
351727,male,2.5,27N,07E,33,2013-11-18,Neg
351736,male,2.5,27N,07E,34,2013-11-19,Neg
351737,male,3.5,27N,07E,34,2013-11-19,Neg
351743,female,2.5,28N,07E,21,2013-11-19,Neg
351744,male,2.5,27N,07E,10,2013-11-19,Neg
351716,female,6.5,29N,07E,6,2013-11-18,Neg
351755,female,3.5,26N,06E,8,2013-11-19,Neg
351693,female,5.5,27N,07E,11,2013-11-17,Neg
351757,male,1.5,28N,06E,9,2013-11-19,Neg
351758,male,2.5,28N,06E,9,2013-11-19,Neg
351759,male,1.5,28N,06E,9,2013-11-19,Neg
351761,female,3.5,30N,05E,24,2013-11-19,Neg
351762,male,2.5,27N,07E,3,2013-11-19,Neg
351763,female,1.5,29N,06E,30,2013-11-20,Neg
351764,female,6.5,29N,06E,30,2013-11-20,Neg
351765,female,3.5,27N,06E,14,2013-11-20,Neg
351766,female,3.5,27N,06E,14,2013-11-20,Neg
351750,male,2.5,28N,06E,9,2013-11-18,Neg
351623,male,2.5,28N,07E,5,2013-11-15,Neg
351579,male,1.5,30N,04E,16,2013-11-19,Neg
351584,female,13.5,29N,04E,32,2013-11-21,Neg
351585,male,1.5,27N,03E,1,2013-11-19,Neg
351586,male,1.5,28N,03E,35,2013-11-19,Neg
351587,male,1.5,30N,05E,8,2013-11-19,Neg
351588,female,4.5,30N,05E,8,2013-11-19,Neg
351589,female,3.5,30N,05E,8,2013-11-19,Neg
351594,male,1.5,30N,04E,8,2013-11-19,Neg
351720,male,1.5,27N,07E,14,2013-11-18,Neg
351615,female,4.5,27N,07E,11,2013-11-15,Neg
351771,male,1.5,29N,07E,30,2013-11-20,Neg
351629,male,1.5,26N,07E,2,2013-11-16,Neg
351631,male,1.5,26N,07E,9,2013-11-16,Neg
351633,female,2.5,26N,07E,12,2013-11-16,Neg
351637,male,3.5,26N,07E,12,2013-11-16,Neg
351639,female,6.5,27N,07E,36,2013-11-16,Neg
351661,female,2.5,28N,07E,33,2013-11-16,Neg
351678,male,2.5,26N,06E,11,2013-11-17,Neg
351685,female,2.5,27N,07E,23,2013-11-17,Neg
351687,female,2.5,27N,07E,23,2013-11-17,Neg
351597,male,3.5,28N,04E,17,2013-11-19,Neg
351828,male,4.5,28N,05E,6,2013-11-17,Neg
351809,female,4.5,28N,04E,12,2013-11-16,Neg
351817,male,1.5,30N,06E,33,2013-11-17,Neg
351818,female,1.5,30N,06E,33,2013-11-17,Neg
351820,male,1.5,27N,05E,13,2013-11-17,Neg
351821,female,3.5,30N,06E,33,2013-11-17,Neg
351822,male,1.5,30N,06E,33,2013-11-17,Neg
351824,female,2.5,28N,05E,24,2013-11-17,Neg
351825,male,2.5,27N,05E,17,2013-11-17,Neg
351768,male,3.5,29N,06E,14,2013-11-20,Neg
351827,male,3.5,27N,05E,17,2013-11-17,Neg
351805,male,3.5,28N,06E,20,2013-11-16,Neg
351833,female,4.5,28N,06E,26,2013-11-18,Neg
351835,female,4.5,28N,06E,10,2013-11-18,Neg
351836,male,0.5,28N,06E,10,2013-11-18,Neg
351837,female,1.5,28N,06E,10,2013-11-18,Neg
351841,male,1.5,29N,06E,17,2013-11-18,Neg
351842,female,4.5,28N,06E,23,2013-11-18,Neg
351845,female,1.5,28N,06E,26,2013-11-18,Neg
351846,male,2.5,28N,06E,11,2013-11-18,Neg
348724,female,3.5,30N,05E,16,2015-11-30,Neg
351826,male,3.5,27N,05E,17,2013-11-17,Neg
351788,male,3.5,28N,07E,32,2013-11-30,Neg
351575,male,2.5,27N,05E,8,2013-11-18,Neg
351772,male,1.5,29N,07E,30,2013-11-20,Neg
351773,male,1.5,27N,05E,9,2013-11-20,Neg
351774,male,2.5,28N,06E,32,2013-11-21,Neg
351776,female,2.5,27N,06E,23,2013-11-23,Neg
351777,female,2.5,29N,06E,15,2013-11-22,Neg
351778,male,2.5,30N,05E,25,2013-11-22,Neg
351779,male,3.5,27N,05E,16,2013-11-22,Neg
351781,male,1.5,28N,07E,17,2013-11-30,Neg
351808,female,9.5,28N,04E,12,2013-11-16,Neg
351787,female,3.5,30N,04E,32,2013-11-30,Neg
351807,male,3.5,28N,06E,1,2013-11-16,Neg
351793,female,4.5,29N,04E,17,2013-12-01,Neg
351795,female,7.5,27N,05E,13,2013-12-01,Neg
351796,male,2.5,29N,04E,17,2013-12-01,Neg
351797,female,3.5,30N,06E,22,2013-12-01,Neg
351798,female,3.5,28N,03E,23,2013-12-01,Neg
351800,male,1.5,27N,06E,27,2013-11-16,Neg
351801,female,2.5,27N,06E,27,2013-11-16,Neg
351804,male,2.5,28N,05E,3,2013-11-16,Neg
351769,male,1.5,29N,05E,36,2013-11-20,Neg
351782,female,2.5,28N,04E,21,2013-11-30,Neg
350285,female,4.5,30N,05E,9,2018-12-03,Neg
350247,female,5.5,30N,06E,21,2017-12-20,Neg
350254,female,2.5,30N,05E,10,2018-11-29,Neg
350255,male,2.5,30N,06E,18,2018-12-03,Neg
350267,female,2.5,30N,07E,30,2019-01-05,Neg
350272,male,3.5,30N,05E,22,2018-12-05,Neg
350274,male,1.5,30N,06E,3,2018-12-05,Neg
350276,male,3.5,31N,05E,29,2017-12-27,Neg
350281,male,2.5,31N,05E,32,2018-12-03,Neg
350946,male,2.5,27N,06E,30,2013-11-18,Neg
350284,female,3.5,30N,06E,29,2018-12-03,Neg
350224,female,4.5,30N,06E,23,2017-12-20,Neg
350287,female,6.5,30N,05E,33,2018-12-03,Neg
350291,male,2.5,31N,05E,36,2018-12-03,Neg
350336,female,1.5,30N,04E,27,2018-10-26,Neg
350351,male,2.5,30N,04E,22,2018-01-10,Neg
350614,female,3.5,29N,04E,13,2017-10-16,Neg
350696,female,3.5,28N,04E,17,2016-12-07,Neg
350796,male,0.5,30N,06E,4,2014-12-21,Neg
350799,female,2.5,30N,06E,4,2014-12-21,Neg
351577,female,0.5,27N,03E,1,2013-11-18,Neg
350283,female,3.5,30N,05E,10,2018-12-03,Neg
350210,male,0.5,30N,07E,32,2017-12-13,Neg
351848,female,9.5,28N,07E,34,2013-11-18,Neg
350112,female,3.5,28N,06E,5,2018-01-08,Neg
350114,male,3.5,31N,06E,27,2018-01-11,Neg
350116,female,8.5,31N,06E,27,2018-01-11,Neg
350117,female,14.5,31N,06E,27,2018-01-11,Neg
350119,male,2.5,31N,06E,27,2018-01-11,Neg
350122,female,7.5,30N,06E,29,2018-01-06,Neg
350131,female,5.5,28N,07E,5,2018-01-14,Neg
350147,male,2.5,30N,06E,5,2018-10-04,Neg
350245,female,4.5,30N,06E,21,2017-12-20,Neg
350209,female,2.5,30N,07E,32,2017-12-13,Neg
350241,female,1.5,30N,06E,23,2017-12-20,Neg
350212,male,5.5,28N,04E,12,2017-12-13,Neg
350213,female,8.5,29N,04E,16,2017-12-13,Neg
350214,female,3.5,30N,07E,29,2017-12-13,Neg
350215,female,6.5,28N,05E,7,2017-12-13,Neg
350216,female,2.5,28N,05E,7,2017-12-13,Neg
350218,female,2.5,30N,06E,26,2017-12-15,Neg
350219,female,2.5,30N,06E,26,2017-12-15,Neg
350223,female,2.5,30N,06E,23,2017-12-20,Neg
351126,male,5.5,27N,07E,4,2014-11-20,Neg
350204,female,5.5,29N,05E,11,2017-12-15,Neg
351502,female,2,30N,04E,9,2013-09-22,Neg
351386,male,1.5,28N,06E,28,2017-11-20,Neg
351394,male,1.5,27N,07E,30,2017-11-28,Neg
351395,female,2.5,28N,04E,5,2017-01-06,Neg
351396,male,0.5,28N,04E,5,2017-01-06,Neg
351429,female,4.5,28N,07E,30,2014-11-26,Neg
351437,female,8.5,29N,04E,36,2015-10-26,Neg
351439,male,2.5,29N,04E,29,2015-11-19,Neg
351440,female,8.5,29N,04E,10,2015-11-20,Neg
350895,male,1.5,30N,06E,Q,2014-11-20,Neg
351501,female,1,30N,06E,4,2013-09-22,Neg
351379,male,4.5,28N,07E,4,2014-12-02,Neg
351507,female,5,28N,05E,34,2013-09-23,Neg
351509,male,1.5,30N,06E,22,2013-10-07,Neg
351513,female,7.5,28N,05E,33,2013-10-14,Neg
351527,male,1.5,27N,04E,17,2013-10-28,Neg
351528,female,3.5,27N,05E,23,2013-11-02,Neg
351536,male,2.5,27N,06E,7,2013-11-03,Neg
351542,male,2.5,27N,06E,6,2013-11-09,Neg
351548,male,2.5,27N,05E,6,2013-11-03,Neg
350109,female,5.5,31N,05E,31,2018-01-07,Neg
351500,female,4,30N,06E,4,2013-09-22,Neg
351319,female,3.5,28N,07E,7,2017-11-07,Neg
351128,female,3.5,27N,07E,4,2015-11-19,Neg
35116,male,3.5,28N,06E,2,1999-11-28,Neg
351300,male,4.5,27N,07E,18,2016-11-28,Neg
351301,male,1.5,27N,06E,34,2016-11-28,Neg
351304,female,1.5,28N,06E,7,2016-11-30,Neg
351309,female,9.5,28N,06E,7,2016-12-20,Neg
351311,female,9.5,28N,05E,26,2017-01-03,Neg
351312,female,2.5,28N,05E,26,2017-01-03,Neg
351313,female,2.5,28N,06E,7,2017-01-04,Neg
351384,male,4.5,27N,05E,16,2017-11-20,Neg
351318,male,2.5,28N,07E,7,2017-11-07,Neg
351383,female,2.5,27N,07E,6,2015-01-09,Neg
351351,male,2.5,30N,06E,22,2013-11-19,Neg
351358,male,2.5,27N,07E,25,2013-11-26,Neg
351360,female,1.5,28N,07E,16,2013-12-03,Neg
351365,female,2.5,27N,07E,31,2013-12-04,Neg
351366,male,2.5,27N,07E,31,2013-12-04,Neg
351370,male,1.5,27N,04E,20,2013-12-05,Neg
351376,female,5.5,29N,04E,17,2013-11-19,Neg
351377,male,3.5,28N,06E,34,2013-11-19,Neg
351576,female,7.5,27N,03E,1,2013-11-18,Neg
351314,male,1.5,28N,06E,7,2017-01-04,Neg
530754,female,1.5,28N,06E,23,2015-11-17,Neg
530774,male,1.5,28N,06E,25,2015-11-17,Neg
530740,male,3.5,27N,06E,13,2018-11-27,Neg
530744,female,2.5,29N,04E,5,2018-11-27,Neg
530745,female,2.5,29N,04E,5,2018-11-27,Neg
530746,female,2.5,28N,04E,34,2018-11-27,Neg
530747,male,2.5,28N,04E,34,2018-11-27,Neg
530750,female,3.5,29N,04E,10,2018-11-27,Neg
530751,female,5.5,28N,05E,11,2015-11-17,Neg
530700,male,2.5,30N,05E,8,2015-11-18,Neg
530753,male,3.5,28N,06E,13,2015-11-17,Neg
530699,female,3.5,30N,05E,8,2015-11-18,Neg
530755,male,2.5,29N,05E,24,2015-11-17,Neg
530756,male,2.5,28N,05E,32,2015-11-17,Neg
530759,female,4.5,30N,06E,8,2015-11-17,Neg
530760,male,2.5,27N,05E,19,2015-11-17,Neg
530764,male,3.5,28N,05E,32,2015-11-17,Neg
530765,male,4.5,28N,05E,32,2015-11-17,Neg
530769,female,4.5,27N,05E,4,2015-11-17,Neg
530772,male,2.5,28N,06E,25,2015-11-17,Neg
530439,male,3.5,27N,05E,14,2014-11-21,Neg
530752,male,1.5,27N,05E,12,2015-11-16,Neg
530649,male,3.5,28N,05E,16,2016-11-22,Neg
530637,female,1.5,28N,05E,8,2016-11-20,Neg
530638,male,2.5,30N,06E,33,2016-11-20,Neg
530640,male,1.5,28N,06E,20,2016-11-21,Neg
530642,male,4.5,28N,05E,8,2016-11-21,Neg
530643,male,1.5,26N,06E,8,2016-11-26,Neg
530644,female,3.5,28N,05E,26,2016-11-22,Neg
530645,male,1.5,28N,05E,26,2016-11-22,Neg
530646,female,1.5,27N,05E,11,2016-11-21,Neg
530701,male,1.5,29N,04E,13,2018-11-25,Neg
530648,male,2.5,28N,05E,30,2016-11-26,Neg
530775,female,2.5,28N,06E,25,2015-11-17,Neg
530650,male,2.5,27N,07E,35,2016-11-26,Neg
530657,male,1.5,28N,04E,24,2015-11-18,Neg
530662,male,0.5,28N,03E,23,2015-11-18,Neg
530669,male,1.5,31N,05E,28,2015-11-17,Neg
530670,male,3.5,31N,05E,28,2015-11-17,Neg
530671,male,3.5,31N,05E,28,2015-11-17,Neg
530679,female,1.5,27N,04E,16,2015-11-17,Neg
530684,female,3.5,28N,04E,33,2015-11-18,Neg
530692,female,5.5,29N,04E,10,2015-11-18,Neg
530647,female,1.5,27N,05E,11,2016-11-21,Neg
530813,male,2.5,28N,05E,19,2016-11-27,Neg
530773,male,1.5,28N,06E,25,2015-11-17,Neg
530804,female,2.5,28N,06E,13,2016-11-27,Neg
530805,female,3.5,28N,05E,13,2016-11-27,Neg
530806,female,3.5,28N,05E,13,2016-11-27,Neg
530807,female,3.5,28N,05E,13,2016-11-27,Neg
530808,female,2.5,28N,05E,13,2016-11-27,Neg
530809,female,11.5,28N,05E,13,2016-11-27,Neg
530810,female,7.5,28N,05E,13,2016-11-27,Neg
530801,male,1.5,31N,06E,35,2016-11-27,Neg
530812,female,3.5,28N,05E,13,2016-11-27,Neg
530800,female,4.5,30N,05E,1,2015-11-17,Neg
530815,female,2.5,28N,05E,13,2016-11-27,Neg
530817,female,1.5,28N,05E,16,2016-11-27,Neg
530819,female,4.5,29N,06E,33,2016-11-27,Neg
530820,female,1.5,29N,06E,33,2016-11-27,Neg
530821,male,2.5,29N,06E,33,2016-11-27,Neg
530823,male,1.5,28N,06E,9,2016-11-27,Neg
530824,male,2.5,27N,06E,25,2016-11-28,Neg
530825,female,1.5,28N,06E,9,2016-11-28,Neg
530827,male,2.5,28N,07E,32,2016-11-28,Neg
530811,female,3.5,28N,05E,13,2016-11-27,Neg
530790,male,1.5,30N,06E,33,2015-11-17,Neg
530777,female,5.5,28N,06E,25,2015-11-17,Neg
530780,male,1.5,27N,05E,12,2015-11-17,Neg
530781,female,5.5,28N,06E,10,2015-11-17,Neg
530782,male,2.5,27N,06E,7,2015-11-17,Neg
530783,female,2.5,27N,06E,7,2015-11-17,Neg
530784,female,5.5,28N,05E,25,2015-11-17,Neg
530786,male,1.5,28N,06E,27,2015-11-17,Neg
530787,male,2.5,27N,06E,3,2015-11-17,Neg
530803,male,1.5,28N,06E,22,2016-11-27,Neg
530789,male,2.5,26N,06E,9,2015-11-17,Neg
530633,male,1.5,28N,06E,35,2016-11-20,Neg
530791,female,3.5,30N,06E,33,2015-11-17,Neg
530792,female,1.5,30N,06E,9,2015-11-17,Neg
530793,female,1.5,30N,06E,9,2015-11-17,Neg
530795,male,3.5,30N,06E,4,2015-11-17,Neg
530796,female,2.5,30N,06E,4,2015-11-17,Neg
530797,female,3.5,30N,06E,4,2015-11-17,Neg
530798,female,2.5,30N,05E,1,2015-11-17,Neg
530799,male,1.5,30N,06E,31,2015-11-17,Neg
5308,female,7.5,28N,08E,30,1998-10-02,Neg
530788,male,3.5,27N,06E,3,2015-11-17,Neg
530516,female,5.5,28N,05E,14,2015-11-29,Neg
530636,male,1.5,28N,05E,8,2016-11-20,Neg
530503,female,3.5,28N,05E,2,2015-11-28,Neg
530504,female,9.5,28N,05E,2,2015-11-28,Neg
530505,male,2.5,29N,05E,35,2015-11-28,Neg
530506,male,2.5,29N,05E,35,2015-11-28,Neg
530507,male,2.5,29N,05E,35,2015-11-28,Neg
530508,female,3.5,29N,05E,35,2015-11-28,Neg
530510,female,4.5,27N,06E,19,2015-11-29,Neg
530491,male,1.5,28N,06E,8,2014-12-01,Neg
530515,female,3.5,28N,05E,14,2015-11-29,Neg
530489,female,2.5,28N,06E,8,2014-12-01,Neg
530517,female,1.5,28N,05E,14,2015-11-29,Neg
530518,female,1.5,28N,05E,14,2015-11-29,Neg
530519,female,5.5,28N,06E,9,2015-11-29,Neg
530520,female,4.5,28N,06E,9,2015-11-29,Neg
530521,female,2.5,28N,06E,9,2015-11-29,Neg
530522,female,1.5,28N,06E,9,2015-11-29,Neg
530523,female,3.5,29N,06E,30,2015-11-29,Neg
530525,male,1.5,31N,06E,36,2015-11-29,Neg
530528,female,1.5,27N,06E,2,2015-11-29,Neg
530514,male,2.5,28N,05E,14,2015-11-29,Neg
530462,male,2.5,29N,05E,30,2014-11-30,Neg
529014,male,5.5,30N,05E,35,2015-11-16,Neg
530448,female,5.5,26N,06E,5,Q,Neg
530450,female,3.5,26N,06E,5,2014-11-22,Neg
530453,female,3.5,28N,05E,20,2014-11-30,Neg
530454,female,1.5,28N,05E,20,2014-11-30,Neg
530455,male,1.5,28N,05E,33,2014-11-30,Neg
530456,female,3.5,30N,07E,6,2014-11-30,Neg
530457,female,1.5,28N,05E,13,2014-11-30,Neg
530502,male,1.5,28N,05E,2,2015-11-28,Neg
530461,female,6.5,27N,07E,19,2014-11-30,Neg
530533,male,2.5,28N,06E,11,2015-11-30,Neg
530463,female,3.5,29N,05E,30,2014-11-30,Neg
530464,female,3.5,28N,06E,11,2014-11-30,Neg
530465,female,4.5,27N,07E,27,2014-11-30,Neg
530466,female,3.5,30N,06E,23,2014-11-30,Neg
530471,male,1.5,28N,06E,13,2014-12-01,Neg
530472,male,2.5,28N,06E,13,2014-12-01,Neg
530473,male,3.5,28N,06E,13,2014-12-01,Neg
530476,male,3.5,28N,06E,8,2014-12-01,Neg
530488,female,6.5,26N,06E,9,2014-12-01,Neg
530460,female,2.5,28N,05E,13,2014-11-30,Neg
